Gene,CDS_length
RAPGEF4,3036.0
RAPGEF5,1335.0
RAPGEFL1,1371.0
RAPH1,3753.0
RAPSN,1239.0
RARA,1389.0
RARB,1347.0
RARG,1365.0
RARRES1,885.0
RARRES3,495.0
RARS,1983.0
RARS2,1737.0
RASA3,2505.0
RASAL1,2415.0
RASAL3,3036.0
RASD1,846.0
RASD2,801.0
RASEF,2223.0
RASGEF1A,1287.0
RASGEF1B,1422.0
RASGEF1C,1401.0
RASGRF1,3822.0
RASGRF2,3714.0
RASGRP1,2394.0
RASGRP2,2016.0
RASGRP3,2073.0
RASGRP4,2022.0
RASIP1,2892.0
RASL10A,612.0
RASL10B,612.0
RASL11A,729.0
RASL11B,747.0
RASL12,801.0
RASSF1,1035.0
RASSF10,1521.0
RASSF2,981.0
RASSF3,717.0
RASSF4,966.0
RASSF5,1257.0
RASSF6,1110.0
RASSF8,1179.0
RASSF9,1308.0
RAVER2,2037.0
RAX,1041.0
RAX2,555.0
RB1CC1,4785.0
RBAK,2145.0
RBBP4,1278.0
RBBP5,1617.0
RBBP7,1278.0
RBBP8,2694.0
RBBP8NL,1995.0
RBBP9,561.0
RBCK1,1407.0
RBFA,1032.0
RBFOX1,1188.0
RBL1,3207.0
RBM12,2799.0
RBM12B,3006.0
RBM14,2010.0
RBM17,1206.0
RBM18,573.0
RBM19,2883.0
RBM20,3684.0
RBM22,1263.0
RBM23,1320.0
RBM24,576.0
RBM25,2532.0
RBM28,2280.0
RBM3,474.0
RBM33,807.0
RBM34,1293.0
RBM38,720.0
RBM39,1593.0
RBM4,1095.0
RBM41,1242.0
RBM42,1443.0
RBM43,1074.0
RBM44,3159.0
RBM45,1425.0
RBM48,1104.0
RBM4B,1080.0
RBM6,3372.0
RBM7,801.0
RBM8A,525.0
RBMS1,1170.0
RBMS2,1224.0
RBMS3,1314.0
RBMX2,969.0
RBMXL2,1179.0
RBMXL3,3204.0
RBP1,408.0
RBP2,405.0
RBP3,3744.0
RBP4,606.0
RBP5,408.0
RBP7,405.0
RBPJ,1461.0
RBPJL,1554.0
RBPMS,615.0
RBPMS2,630.0
RC3H1,3402.0
RCAN1,759.0
RCAN2,594.0
RCAN3,726.0
RCBTB1,1596.0
RCBTB2,1656.0
RCC1,1266.0
RCCD1,1131.0
RCHY1,786.0
RCL1,1122.0
RCN1,996.0
RCN2,954.0
RCN3,987.0
RCOR2,1572.0
RCOR3,1488.0
RCSD1,1251.0
RCVRN,603.0
RD3,588.0
RDH10,1026.0
RDH11,957.0
RDH12,951.0
RDH13,783.0
RDH14,1011.0
RDH16,954.0
RDH8,936.0
RDM1,855.0
RDX,1752.0
REC8,1641.0
RECQL,1950.0
RECQL4,3627.0
RECQL5,2895.0
REEP1,606.0
REEP2,759.0
REEP4,774.0
REEP5,570.0
REEP6,555.0
REG1A,501.0
REG1B,501.0
REG3A,528.0
REG3G,528.0
REG4,477.0
REL,1860.0
RELA,1656.0
RELB,1740.0
RELL1,816.0
RELL2,912.0
RELN,10377.0
RELT,1293.0
REM2,993.0
REN,1221.0
RENBP,1254.0
REP15,711.0
REPIN1,1704.0
RER1,591.0
RERG,600.0
RERGL,618.0
RESP18,687.0
REST,3294.0
RET,3345.0
RETN,327.0
RETNLB,336.0
RETSAT,1833.0
REV1,3756.0
REXO1,3666.0
REXO2,714.0
REXO4,1269.0
RFC1,3444.0
RFC2,1065.0
RFC3,1071.0
RFC4,1092.0
RFC5,1023.0
RFESD,474.0
RFFL,1092.0
RFK,489.0
RFNG,996.0
RFPL1,954.0
RFPL2,867.0
RFPL3,867.0
RFPL4A,864.0
RFPL4B,792.0
RFT1,1626.0
RFTN1,1737.0
RFTN2,1506.0
RFWD2,2196.0
RFWD3,2325.0
RFX1,2940.0
RFX2,2172.0
RFX3,2124.0
RFX4,2208.0
RFX6,2787.0
RFX8,1422.0
RFXANK,783.0
RGAG1,4167.0
RGAG4,1929.0
RGL1,2412.0
RGL2,2334.0
RGL3,1425.0
RGL4,1422.0
RGMA,1353.0
RGMB,1437.0
RGN,900.0
RGP1,1296.0
RGPD2,3042.0
RGPD5,5298.0
RGR,888.0
RGS1,591.0
RGS10,546.0
RGS11,1404.0
RGS13,480.0
RGS14,1701.0
RGS16,609.0
RGS17,633.0
RGS18,708.0
RGS19,654.0
RGS2,636.0
RGS20,1167.0
RGS21,459.0
RGS3,3285.0
RGS4,618.0
RGS5,546.0
RGS6,1419.0
RGS7,1464.0
RGS7BP,774.0
RGS8,597.0
RGS9,2025.0
RGS9BP,708.0
RGSL1,1503.0
RHAG,1230.0
RHBDD1,948.0
RHBDD2,672.0
RHBDD3,1161.0
RHBDF1,2568.0
RHBDF2,2571.0
RHBDL1,1317.0
RHBDL2,912.0
RHBG,1326.0
RHCE,1254.0
RHCG,1440.0
RHD,1254.0
RHEB,555.0
RHEBL1,552.0
RHO,1047.0
RHOA,582.0
RHOB,591.0
RHOBTB1,2091.0
RHOBTB2,2184.0
RHOBTB3,1836.0
RHOC,582.0
RHOD,633.0
RHOF,636.0
RHOG,576.0
RHOH,576.0
RHOJ,645.0
RHOQ,618.0
RHOT1,2076.0
RHOT2,1857.0
RHOU,777.0
RHOV,711.0
RHOXF1,555.0
RHOXF2B,867.0
RHPN1,2013.0
RHPN2,2061.0
RIBC1,579.0
RIBC2,930.0
RIC8A,1614.0
RICTOR,5127.0
RIF1,7419.0
RIIAD1,279.0
RILP,1206.0
RILPL1,1212.0
RILPL2,636.0
RIMBP2,3159.0
RIMBP3,4920.0
RIMBP3B,4920.0
RIMKLA,1053.0
RIMKLB,1161.0
RIMS3,927.0
RIMS4,810.0
RIN1,2352.0
RIN2,2724.75
RIN3,2958.0
RING1,1221.0
RINL,1359.0
RINT1,2379.0
RIOK1,1707.0
RIOK2,1659.0
RIOK3,1560.0
RIPK1,2016.0
RIPK2,1623.0
RIPK3,1557.0
RIPK4,2355.0
RIPPLY1,456.0
RIPPLY2,387.0
RIT1,660.0
RIT2,654.0
RLBP1,954.0
RLF,5745.0
RLIM,1875.0
RLN1,558.0
RLN2,558.0
RLN3,429.0
RMDN2,1722.0
RMI1,1878.0
RMI2,444.0
RMND5A,1176.0
RNASE1,471.0
RNASE10,651.0
RNASE11,600.0
RNASE12,444.0
RNASE13,471.0
RNASE2,486.0
RNASE3,483.0
RNASE4,444.0
RNASE6,453.0
RNASE7,471.0
RNASE8,465.0
RNASE9,618.0
RNASEH1,861.0
RNASEH2A,900.0
RNASEH2C,495.0
RNASEK,297.0
RNASEL,2226.0
RNASET2,771.0
RND1,699.0
RND3,735.0
RNF10,2436.0
RNF11,465.0
RNF112,1899.0
RNF113A,1032.0
RNF113B,969.0
RNF114,687.0
RNF115,915.0
RNF121,984.0
RNF123,3945.0
RNF125,699.0
RNF126,981.0
RNF13,1146.0
RNF130,1260.0
RNF133,1131.0
RNF135,1299.0
RNF138,738.0
RNF14,1425.0
RNF141,693.0
RNF144A,879.0
RNF144B,912.0
RNF145,2076.0
RNF146,1077.0
RNF148,918.0
RNF149,1203.0
RNF150,945.0
RNF152,612.0
RNF157,3996.0
RNF165,1041.0
RNF166,714.0
RNF167,1053.0
RNF168,1716.0
RNF169,2127.0
RNF17,1962.0
RNF170,777.0
RNF175,987.0
RNF180,1251.0
RNF182,744.0
RNF183,579.0
RNF185,579.0
RNF187,381.0
RNF19A,2517.0
RNF19B,1626.0
RNF2,1011.0
RNF20,2928.0
RNF207,1905.0
RNF208,786.0
RNF212,699.0
RNF213,3192.0
RNF215,1134.0
RNF216,2772.0
RNF220,1701.0
RNF24,447.0
RNF25,1380.0
RNF26,1302.0
RNF31,3219.0
RNF32,1089.0
RNF34,1122.0
RNF38,1548.0
RNF39,1263.0
RNF4,675.0
RNF40,3006.0
RNF41,954.0
RNF44,1299.0
RNF5,543.0
RNF6,2058.0
RNF7,342.0
RNF8,1458.0
RNFT1,627.0
RNFT2,1335.0
RNGTT,1794.0
RNH1,1386.0
RNLS,948.0
RNMTL1,1263.0
RNPC3,1554.0
RNPEPL1,1485.0
RNPS1,918.0
ROBO1,4956.0
ROBO2,4137.0
ROBO3,3072.0
ROBO4,3024.0
ROCK1,4065.0
ROCK2,4167.0
ROGDI,864.0
ROM1,1056.0
ROMO1,240.0
ROPN1,639.0
ROPN1B,639.0
ROPN1L,693.0
ROR1,2814.0
ROR2,2832.0
RORA,1671.0
RORB,1380.0
RORC,1557.0
ROS1,7044.0
RP1,6471.0
RP1L1,7203.0
RP9,666.0
RPA1,1851.0
RPA2,813.0
RPA3,366.0
RPA4,786.0
RPAIN,660.0
RPAP1,4182.0
RPAP2,1839.0
RPAP3,1998.0
RPE,687.0
RPE65,1602.0
RPF1,1050.0
RPF2,921.0
RPGR,2448.0
RPGRIP1,2709.0
RPGRIP1L,3948.0
RPH3A,2085.0
RPH3AL,948.0
RPIA,936.0
RPL10,645.0
RPL10A,654.0
RPL10L,645.0
RPL11,537.0
RPL12,498.0
RPL13,636.0
RPL13A,612.0
RPL14,648.0
RPL15,615.0
RPL17,555.0
RPL18A,531.0
RPL19,591.0
RPL21,483.0
RPL22L1,369.0
RPL23,423.0
RPL23A,471.0
RPL24,474.0
RPL26,438.0
RPL26L1,438.0
RPL27,411.0
RPL27A,447.0
RPL28,414.0
RPL29,480.0
RPL3,1212.0
RPL31,378.0
RPL32,408.0
RPL34,354.0
RPL35,372.0
RPL35A,333.0
RPL36,318.0
RPL36A,321.0
RPL36AL,321.0
RPL37,294.0
RPL37A,279.0
RPL38,213.0
RPL39,156.0
RPL39L,156.0
RPL3L,1224.0
RPL4,1284.0
RPL6,867.0
RPL7,747.0
RPL7A,801.0
RPL7L1,741.0
RPL8,774.0
RPL9,579.0
RPLP0,954.0
RPLP1,345.0
RPLP2,348.0
RPN1,1824.0
RPN2,1896.0
RPP14,375.0
RPP21,465.0
RPP25,600.0
RPP25L,492.0
RPP30,807.0
RPP38,852.0
RPRD1A,939.0
RPRD1B,981.0
RPRM,330.0
RPRML,363.0
RPS10,498.0
RPS11,477.0
RPS12,399.0
RPS13,456.0
RPS14,456.0
RPS15,438.0
RPS15A,393.0
RPS16,441.0
RPS18,459.0
RPS19,438.0
RPS19BP1,411.0
RPS2,882.0
RPS20,360.0
RPS21,252.0
RPS23,504.0
RPS24,393.0
RPS25,378.0
RPS26,348.0
RPS27,255.0
RPS27A,471.0
RPS27L,255.0
RPS28,210.0
RPS29,171.0
RPS3,732.0
RPS3A,795.0
RPS4X,792.0
RPS4Y1,792.0
RPS4Y2,792.0
RPS5,615.0
RPS6,750.0
RPS6KA1,2208.0
RPS6KA2,2202.0
RPS6KA4,2319.0
RPS6KA5,2409.0
RPS6KA6,2238.0
RPS6KB2,1449.0
RPS6KL1,1719.0
RPS7,585.0
RPS8,627.0
RPS9,585.0
RPSA,888.0
RPTOR,4008.0
RPUSD1,939.0
RPUSD2,1638.0
RPUSD3,1032.0
RPUSD4,1134.0
RQCD1,900.0
RRAD,927.0
RRAGA,942.0
RRAGB,1125.0
RRAGC,1200.0
RRAGD,1203.0
RRAS,657.0
RRAS2,615.0
RRBP1,2934.0
RREB1,5064.0
RRH,1014.0
RRM1,2379.0
RRM2,1215.0
RRM2B,1056.0
RRN3,1956.0
RRNAD1,1428.0
RRP1,1386.0
RRP12,3894.0
RRP15,849.0
RRP1B,2277.0
RRP36,780.0
RRP7A,843.0
RRP8,1371.0
RRP9,1428.0
RRS1,1098.0
RS1,675.0
RSAD1,1329.0
RSAD2,1086.0
RSBN1,2409.0
RSBN1L,2541.0
RSC1A1,1854.0
RSF1,4326.0
RSG1,777.0
RSL1D1,1473.0
RSL24D1,492.0
RSPH1,930.0
RSPH10B,2613.0
RSPH3,1683.0
RSPH4A,2151.0
RSPH6A,2154.0
RSPH9,831.0
RSPO1,792.0
RSPO2,732.0
RSPO4,705.0
RSPRY1,1731.0
RSRC2,1305.0
RSU1,834.0
RTBDN,786.0
RTCA,1101.0
RTDR1,1047.0
RTEL1,3660.0
RTKN2,1830.0
RTL1,4077.0
RTN1,2331.0
RTN2,1638.0
RTN4,2961.0
RTN4R,1422.0
RTN4RL1,1326.0
RTN4RL2,1263.0
RTP1,792.0
RTP2,678.0
RTP3,699.0
RTP4,741.0
RTTN,6681.0
RUFY1,1803.0
RUFY3,1410.0
RUFY4,1824.0
RUNDC3A,1341.0
RUNDC3B,1422.0
RUNX1T1,1704.0
RUNX2,1566.0
RUNX3,1248.0
RUSC1,1302.0
RUSC2,4551.0
RUVBL1,1371.0
RUVBL2,1257.0
RWDD1,732.0
RWDD2A,879.0
RWDD2B,960.0
RWDD4,567.0
RXFP1,2274.0
RXFP2,2265.0
RXFP3,1410.0
RXFP4,1125.0
RXRA,1389.0
RYBP,954.0
RYK,1815.0
RYR1,15117.0
RYR2,14904.0
RYR3,14613.0
S100A1,285.0
S100A10,294.0
S100A11,318.0
S100A12,279.0
S100A13,297.0
S100A14,315.0
S100A16,312.0
S100A2,294.0
S100A3,306.0
S100A4,306.0
S100A5,333.0
S100A6,273.0
S100A7,306.0
S100A7A,306.0
S100A7L2,306.0
S100A8,282.0
S100A9,345.0
S100B,279.0
S100G,240.0
S100P,288.0
S100PBP,1227.0
S100Z,300.0
S1PR1,1149.0
S1PR2,1062.0
S1PR3,1137.0
S1PR4,1155.0
S1PR5,1197.0
SAA1,369.0
SAA2,369.0
SAA4,393.0
SACM1L,1764.0
SACS,13299.0
SAE1,1041.0
SAFB,2748.0
SAFB2,2862.0
SAG,1218.0
SAGE1,2715.0
SALL1,3975.0
SALL2,3024.0
SALL3,3903.0
SALL4,3162.0
SAMD1,1299.0
SAMD10,609.0
SAMD11,2046.0
SAMD12,606.0
SAMD13,351.0
SAMD14,1338.0
SAMD15,2025.0
SAMD3,1563.0
SAMD4B,2085.0
SAMD5,522.0
SAMD7,1341.0
SAMD8,981.0
SAMD9,4770.0
SAMD9L,4755.0
SAMM50,1410.0
SAMSN1,1122.0
SAP130,3147.0
SAP18,462.0
SAP25,600.0
SAP30,663.0
SAP30BP,927.0
SAP30L,552.0
SAPCD1,537.0
SAPCD2,1185.0
SAR1A,597.0
SAR1B,597.0
SARDH,2757.0
SARM1,2169.0
SARNP,633.0
SARS,1545.0
SARS2,1557.0
SART1,2403.0
SART3,2892.0
SASH1,3744.0
SASH3,1143.0
SASS6,1974.0
SAT2,513.0
SATB1,2292.0
SATB2,2202.0
SAYSD1,552.0
SBDS,753.0
SBF1,5604.0
SBF2,5550.0
SBK1,1275.0
SBK2,1047.0
SBNO2,4101.0
SBSN,744.0
SBSPON,795.0
SC5D,900.0
SCAI,1890.0
SCAMP1,1014.0
SCAMP2,990.0
SCAMP4,690.0
SCAMP5,732.0
SCAND1,540.0
SCAND3,3978.0
SCAPER,4203.0
SCARA3,1821.0
SCARA5,1488.0
SCARB1,1530.0
SCARB2,1437.0
SCARF1,2493.0
SCARF2,2613.0
SCCPDH,1290.0
SCD,1080.0
SCD5,993.0
SCEL,2067.0
SCFD1,1929.0
SCFD2,2055.0
SCG2,1854.0
SCG3,1407.0
SCG5,639.0
SCGB1A1,276.0
SCGB1C1,288.0
SCGB1D1,273.0
SCGB1D2,273.0
SCGB1D4,252.0
SCGB2A1,288.0
SCGB2A2,282.0
SCGB2B2,291.0
SCGB3A1,315.0
SCGB3A2,282.0
SCGN,831.0
SCIMP,438.0
SCLT1,2067.0
SCLY,1362.0
SCMH1,1776.0
SCML1,627.0
SCML2,2103.0
SCML4,918.0
SCN10A,5871.0
SCN11A,5376.0
SCN1A,5997.0
SCN1B,657.0
SCN2A,6018.0
SCN2B,648.0
SCN3A,6003.0
SCN3B,648.0
SCN4A,5511.0
SCN4B,687.0
SCN5A,6051.0
SCN7A,5049.0
SCN8A,5943.0
SCN9A,5934.0
SCNM1,693.0
SCNN1A,2010.0
SCNN1B,1923.0
SCNN1D,1917.0
SCNN1G,1950.0
SCO1,906.0
SCO2,801.0
SCOC,369.0
SCP2,1644.0
SCP2D1,471.0
SCPEP1,1359.0
SCRG1,297.0
SCRIB,4968.0
SCRN1,1245.0
SCRN2,1278.0
SCRT1,1047.0
SCRT2,924.0
SCT,363.0
SCTR,1323.0
SCUBE1,2967.0
SCUBE2,3000.0
SCUBE3,2982.0
SCYL1,2427.0
SCYL2,2790.0
SCYL3,2067.0
SDC1,933.0
SDC2,606.0
SDCBP,897.0
SDCBP2,624.0
SDCCAG3,1308.0
SDCCAG8,2142.0
SDE2,1320.0
SDF2,636.0
SDF2L1,666.0
SDF4,1047.0
SDHA,1995.0
SDHAF2,501.0
SDHB,843.0
SDHC,510.0
SDHD,480.0
SDK1,6642.0
SDK2,6651.0
SDPR,1278.0
SDR16C5,930.0
SDR42E1,1182.0
SDR42E2,465.0
SDR9C7,942.0
SDS,987.0
SDSL,990.0
SEBOX,651.0
SEC11A,540.0
SEC11C,579.0
SEC14L1,2148.0
SEC14L2,1212.0
SEC14L3,1203.0
SEC14L4,1221.0
SEC14L5,2091.0
SEC16A,7074.0
SEC16B,3183.0
SEC22B,645.0
SEC22C,753.0
SEC23A,2298.0
SEC23B,2304.0
SEC23IP,3003.0
SEC24A,3282.0
SEC24B,3702.0
SEC24C,3285.0
SEC31A,3546.0
SEC31B,3540.0
SEC61A1,1431.0
SEC61A2,1431.0
SEC61B,291.0
SEC61G,207.0
SEC62,1200.0
SECISBP2,2565.0
SECISBP2L,3171.0
SEH1L,1266.0
SEL1L2,2067.0
SEL1L3,3399.0
SELE,1833.0
SELENBP1,1419.0
SELL,1119.0
SELM,438.0
SELO,2007.0
SELPLG,1209.0
SELRC1,696.0
SELT,585.0
SELV,1041.0
SEMA3A,2316.0
SEMA3B,2250.0
SEMA3D,2334.0
SEMA3E,2328.0
SEMA3F,2358.0
SEMA3G,2349.0
SEMA4A,2286.0
SEMA4B,2514.0
SEMA4C,2502.0
SEMA4D,372.0
SEMA4F,2313.0
SEMA4G,2532.0
SEMA5A,3225.0
SEMA5B,3456.0
SEMA6A,3093.0
SEMA6B,2667.0
SEMA6C,2793.0
SEMA6D,3222.0
SEMA7A,2001.0
SEMG1,1389.0
SEMG2,1749.0
SENP1,1932.0
SENP2,1770.0
SENP5,2268.0
SEPHS1,1179.0
SEPHS2,1347.0
SEPN1,1773.0
SEPP1,1146.0
SEPSECS,1269.0
SEPW1,267.0
SERBP1,1227.0
SERF2,180.0
SERGEF,1377.0
SERHL2,945.0
SERINC1,1362.0
SERINC2,1368.0
SERINC3,1422.0
SERINC4,825.0
SERINC5,1386.0
SERP1,201.0
SERP2,198.0
SERPINA10,1335.0
SERPINA11,1815.0
SERPINA12,1245.0
SERPINA3,1272.0
SERPINA4,1284.0
SERPINA5,1221.0
SERPINA6,1218.0
SERPINA7,1248.0
SERPINA9,1113.0
SERPINB1,1140.0
SERPINB10,1194.0
SERPINB12,1218.0
SERPINB13,1176.0
SERPINB2,1248.0
SERPINB3,1173.0
SERPINB4,1173.0
SERPINB5,1128.0
SERPINB6,1131.0
SERPINB7,1143.0
SERPINB8,1125.0
SERPINB9,1131.0
SERPINC1,1395.0
SERPIND1,1500.0
SERPINE1,1209.0
SERPINE2,1197.0
SERPINE3,1275.0
SERPINF1,1257.0
SERPINF2,1476.0
SERPING1,1503.0
SERPINH1,1257.0
SERPINI2,1218.0
SERTAD1,711.0
SERTAD2,945.0
SERTAD3,591.0
SERTAD4,1071.0
SERTM1,324.0
SESN1,1656.0
SESN2,1443.0
SESN3,1479.0
SET,834.0
SETBP1,4629.0
SETD1A,5124.0
SETD1B,2433.0
SETD3,1785.0
SETD4,1323.0
SETD6,1350.0
SETD7,1101.0
SETD8,1059.0
SETD9,900.0
SETDB1,3876.0
SETMAR,2055.0
SETX,8034.0
SEZ6,2985.0
SEZ6L,3075.0
SEZ6L2,2733.0
SF3A1,2382.0
SF3A2,1395.0
SF3A3,1506.0
SF3B1,3915.0
SF3B14,378.0
SF3B2,2688.0
SF3B3,3654.0
SF3B5,261.0
SFI1,3729.0
SFMBT2,2685.0
SFN,747.0
SFR1,699.0
SFRP1,945.0
SFRP2,888.0
SFRP4,1041.0
SFRP5,954.0
SFSWAP,2856.0
SFT2D1,480.0
SFT2D2,483.0
SFTA2,237.0
SFTA3,285.0
SFTPA1,792.0
SFTPA2,747.0
SFTPB,1146.0
SFTPC,594.0
SFTPD,1128.0
SFXN1,969.0
SFXN2,969.0
SFXN3,978.0
SFXN4,1014.0
SFXN5,1023.0
SG223_HUMAN,4209.0
SGCA,1164.0
SGCB,957.0
SGCD,873.0
SGCE,1314.0
SGCG,876.0
SGCZ,939.0
SGIP1,2487.0
SGK1,1296.0
SGK196,1050.0
SGK2,1284.0
SGK223,4206.0
SGK3,1290.0
SGK494,1230.0
SGMS1,1242.0
SGOL1,1686.0
SGOL2,3798.0
SGPL1,1707.0
SGPP1,1326.0
SGPP2,1200.0
SGSH,1509.0
SGSM1,3282.0
SGSM2,3156.0
SGSM3,2250.0
SGTA,942.0
SGTB,915.0
SH2B1,2016.0
SH2B2,2016.0
SH2B3,1728.0
SH2D1A,387.0
SH2D1B,399.0
SH2D2A,1170.0
SH2D3A,1731.0
SH2D3C,2583.0
SH2D4A,1365.0
SH2D4B,1074.0
SH2D5,1020.0
SH2D6,528.0
SH2D7,1356.0
SH3BGR,720.0
SH3BGRL,345.0
SH3BGRL3,282.0
SH3BP1,2106.0
SH3BP2,1686.0
SH3BP4,2892.0
SH3BP5,1368.0
SH3D19,2364.0
SH3D21,1209.0
SH3GL1,1107.0
SH3GL2,1059.0
SH3GL3,1068.0
SH3GLB1,1098.0
SH3GLB2,1188.0
SH3KBP1,1998.0
SH3PXD2B,2736.0
SH3RF1,2667.0
SH3RF2,2190.0
SH3RF3,2649.0
SH3TC1,4011.0
SH3TC2,3867.0
SH3YL1,741.0
SHANK2,3765.0
SHANK3,2523.0
SHBG,1209.0
SHC1,1425.0
SHC2,2832.0
SHC3,1785.0
SHC4,1893.0
SHCBP1,2019.0
SHCBP1L,1962.0
SHD,1023.0
SHE,1488.0
SHF,1272.0
SHH,1389.0
SHISA2,888.0
SHISA3,717.0
SHISA6,1599.0
SHISA7,1617.0
SHISA9,1398.0
SHKBP1,2124.0
SHMT1,1452.0
SHMT2,1515.0
SHOC2,1749.0
SHOX,879.0
SHOX2,573.0
SHPK,1437.0
SHPRH,4980.0
SHQ1,1734.0
SHROOM1,2544.0
SHROOM2,4851.0
SHROOM3,5991.0
SHROOM4,4482.0
SI,5484.0
SIAE,1572.0
SIAH1,849.0
SIAH2,975.0
SIAH3,810.0
SIDT1,2484.0
SIDT2,2499.0
SIGIRR,1233.0
SIGLEC1,5130.0
SIGLEC10,2094.0
SIGLEC11,2097.0
SIGLEC12,1788.0
SIGLEC14,1191.0
SIGLEC5,1656.0
SIGLEC6,1281.0
SIGLEC7,1404.0
SIGLEC8,1500.0
SIGLEC9,1392.0
SIGLECL1,594.0
SIGMAR1,672.0
SIK1,2352.0
SIKE1,624.0
SIM1,2301.0
SIM2,2004.0
SIMC1,1371.0
SIN3B,3489.0
SIPA1,3129.0
SIPA1L1,5415.0
SIPA1L2,5169.0
SIPA1L3,5346.0
SIRPA,1515.0
SIRPB1,1197.0
SIRPB2,1326.0
SIRPD,594.0
SIRPG,1164.0
SIRT1,2244.0
SIRT2,1170.0
SIRT3,1200.0
SIRT4,945.0
SIRT5,933.0
SIRT7,1203.0
SIT1,591.0
SIX1,855.0
SIX2,876.0
SIX3,999.0
SIX4,2346.0
SIX5,2220.0
SIX6,741.0
SKA1,768.0
SKA2,228.0
SKA3,1239.0
SKAP1,1080.0
SKAP2,1080.0
SKI,2187.0
SKIDA1,2727.0
SKIL,2055.0
SKIV2L,3741.0
SKIV2L2,3129.0
SKOR1,2766.0
SKP1,492.0
SKP2,1275.0
SLA,831.0
SLAIN1,1050.0
SLAIN2,1746.0
SLAMF1,1008.0
SLAMF6,996.0
SLAMF8,858.0
SLAMF9,870.0
SLBP,813.0
SLC10A1,1050.0
SLC10A2,1047.0
SLC10A4,1314.0
SLC10A5,1317.0
SLC10A6,1134.0
SLC10A7,1023.0
SLC11A1,1653.0
SLC11A2,1686.0
SLC12A1,3300.0
SLC12A2,3639.0
SLC12A3,3093.0
SLC12A4,3258.0
SLC12A5,3351.0
SLC12A7,3252.0
SLC12A8,2259.0
SLC12A9,2745.0
SLC13A1,1788.0
SLC13A2,1779.0
SLC13A3,1809.0
SLC13A4,1881.0
SLC13A5,1707.0
SLC14A1,1170.0
SLC14A2,2763.0
SLC15A1,2127.0
SLC15A2,2190.0
SLC15A3,1746.0
SLC15A5,1740.0
SLC16A11,1416.0
SLC16A12,1461.0
SLC16A13,1281.0
SLC16A14,1533.0
SLC16A2,1842.0
SLC16A3,1398.0
SLC16A5,1518.0
SLC16A6,1572.0
SLC16A7,1437.0
SLC16A8,1515.0
SLC16A9,1530.0
SLC17A1,1404.0
SLC17A2,1311.0
SLC17A3,1263.0
SLC17A4,1494.0
SLC17A5,1488.0
SLC17A6,1749.0
SLC17A7,1683.0
SLC17A8,1770.0
SLC17A9,1311.0
SLC18A1,1578.0
SLC18A2,1545.0
SLC18A3,1599.0
SLC18B1,1371.0
SLC19A1,1776.0
SLC19A2,1494.0
SLC19A3,1491.0
SLC1A1,1575.0
SLC1A2,1725.0
SLC1A3,1629.0
SLC1A4,1599.0
SLC1A5,1626.0
SLC1A6,1695.0
SLC1A7,1683.0
SLC20A2,1959.0
SLC22A1,1665.0
SLC22A10,1626.0
SLC22A11,1653.0
SLC22A12,1662.0
SLC22A13,1656.0
SLC22A14,1785.0
SLC22A15,1644.0
SLC22A16,1734.0
SLC22A17,1617.0
SLC22A18,1275.0
SLC22A18AS,762.0
SLC22A2,1668.0
SLC22A20,1452.0
SLC22A23,1218.0
SLC22A24,969.0
SLC22A25,1644.0
SLC22A3,1671.0
SLC22A5,1674.0
SLC22A6,1692.0
SLC22A7,1647.0
SLC22A8,1629.0
SLC23A1,1809.0
SLC23A3,1482.0
SLC24A1,3300.0
SLC24A2,1986.0
SLC24A3,1935.0
SLC24A4,1818.0
SLC24A5,1503.0
SLC24A6,1755.0
SLC25A1,936.0
SLC25A10,864.0
SLC25A11,945.0
SLC25A12,2037.0
SLC25A13,2028.0
SLC25A14,978.0
SLC25A15,906.0
SLC25A16,999.0
SLC25A17,924.0
SLC25A18,948.0
SLC25A19,963.0
SLC25A2,906.0
SLC25A20,906.0
SLC25A21,900.0
SLC25A22,972.0
SLC25A23,1407.0
SLC25A24,1377.0
SLC25A25,1512.0
SLC25A26,825.0
SLC25A27,972.0
SLC25A28,1095.0
SLC25A29,912.0
SLC25A3,1089.0
SLC25A30,876.0
SLC25A31,948.0
SLC25A32,948.0
SLC25A33,966.0
SLC25A34,915.0
SLC25A35,888.0
SLC25A36,936.0
SLC25A37,1017.0
SLC25A38,915.0
SLC25A39,1056.0
SLC25A4,897.0
SLC25A40,1017.0
SLC25A41,1113.0
SLC25A42,957.0
SLC25A43,1026.0
SLC25A44,945.0
SLC25A45,867.0
SLC25A46,1257.0
SLC25A47,927.0
SLC25A48,876.0
SLC25A6,897.0
SLC26A10,1692.0
SLC26A11,1821.0
SLC26A2,2220.0
SLC26A3,2295.0
SLC26A4,2343.0
SLC26A5,2235.0
SLC26A6,2280.0
SLC26A8,2913.0
SLC26A9,2376.0
SLC27A1,1941.0
SLC27A2,1863.0
SLC27A3,2193.0
SLC27A4,1932.0
SLC27A5,2073.0
SLC27A6,1860.0
SLC28A1,1950.0
SLC28A2,1977.0
SLC28A3,2076.0
SLC29A1,1371.0
SLC29A2,1371.0
SLC29A3,1428.0
SLC29A4,1593.0
SLC2A1,1479.0
SLC2A10,1626.0
SLC2A11,1512.0
SLC2A12,1854.0
SLC2A13,1890.0
SLC2A14,1563.0
SLC2A2,1575.0
SLC2A3,1491.0
SLC2A4,1530.0
